,Airline Name,Overall_Rating,Review_Title,Review,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,departure,destination,in_usa,destination_country,destination_in_USA,flight_type,Preprocessed_Reviews,compound_vader,Sentiment_tb,category_tb,category_vader
1029,El Al Israel Airlines,1,"""the seats were horribly outdated""","I’m never flying El Al to Israel again. BOS-TLV, December 2019. Flight was operated by a 12-year-old 777 (4x-ECF) so not an old plane, but the seats were horribly outdated. My seats bed feature didn’t work (the motor for the recline was broken) and every seat in business was full so I couldn’t sleep the whole flight. Archaic IFE didn’t work either, surprise surprise. Seats were uncomfortable and incredibly narrow for business class - 7 seats across is almost unheard of today for a business product. What makes it worse is that El Al was almost double the price of other airlines and instead of getting more you get less. I can’t stand the fact that Boston is the only destination in North America that el al serves without the 787 Dreamliner. Pathetic. Crew were rude and had no intention of making me happy. Never, ever fly El Al’s old airplanes.",Business,Business Class,12/1/2019,1,1,2,2,1,2,Boston,Tel Aviv,True,Israel,False,International,im never fli el al israel bostlv decemb 2019 flight oper 12yearold 777 4xecf old plane seat horribl outdat seat bed featur didnt work motor reclin broken everi seat busi full couldnt sleep whole flight archaic ife didnt work either surpris surpris seat uncomfort incred narrow busi class 7 seat across almost unheard today busi product make wors el al almost doubl price airlin instead get get less cant stand fact boston destin north america el al serv without 787 dreamlin pathet crew rude intent make happi never ever fli el al old airplan,-0.7269,-0.039583333,Negative,Negative
1030,El Al Israel Airlines,8,"""Food is not great""","San Francisco to Tel Aviv. KLM- Air France lounge in SF is the one you get if you are a premium passenger its below average and old without showers. The 787  business class is nice and up to date configuration with aisle access from every seat. Food is not great and how they serve it in one tray is not premium at all, no real bar service for food and drinks during this long flight. Aircrew is great.",Business,Business Class,12/1/2019,4,5,2,4,3,3,San Francisco,Tel Aviv,True,Israel,False,International,san francisco tel aviv klm air franc loung sf one get premium passeng averag old without shower 787 busi class nice date configur aisl access everi seat food great serv one tray premium real bar servic food drink long flight aircrew great,0.9001,0.408333333,Positive,Positive
1031,El Al Israel Airlines,1,"""extremely pleasant journey""","I had an extremely pleasant journey. The premium economy product outranks other airlines on that route. The staff are very friendly and attentive, seats extremely comfortable and go back quite far and the pillow and blankets are soft and cosy. The food was outstanding and the entertainment plentiful. There is also free basic wifi for whatsapp and email and works really well.",Business,Premium Economy,11/1/2019,5,5,5,5,5,5,New York,Tel Aviv,True,Israel,False,International,extrem pleasant journey premium economi product outrank airlin rout staff friendli attent seat extrem comfort go back quit far pillow blanket soft cosi food outstand entertain plenti also free basic wifi whatsapp email work realli well,0.91,0.222222222,Positive,Positive
1032,El Al Israel Airlines,2,"""they finally canceled the flight""","Boston to Tel Aviv. Was heading to Israel to Volunteer for The Jewish farmers in Samaria. Some of the staff was very abrasive, while others were very nice. We'r were loaded onto the plane and sat there for 3 hours until they finally canceled the flight due to mechanical issues. It then took an hour and a half to get our baggage. We had to pay for our own hotel rooms for 2 nights with the promise we'd be reimbursed. Then the flight was delayed because the pilot wasn't in the plane on time and the catering service wasn't there. I thought El Al would be the best way to fly to Israel but now I'm thinking not.",Solo Leisure,Economy Class,10/1/2019,1,3,2,1,2,1,Boston,Tel Aviv,True,Israel,False,International,boston tel aviv head israel volunt jewish farmer samaria staff abras other nice ' r load onto plane sat 3 hour final cancel flight due mechan issu took hour half get baggag pay hotel room 2 night promis 'd reimburs flight delay pilot n't plane time cater servic n't thought el al would best way fli israel 'm think,0.5106,0.169047619,Positive,Positive
1033,El Al Israel Airlines,1,"""Absolutely uncomfortable""","New York to Tel Aviv. Horrible way to board, unnecessary questions by some so called security. Staff doesn't speak proper English. Just here to create troubles. They don't scan your passport for details, but will ask silly personal questions, and personal details. They want your checked in baggage not locked, and remove your stuff for screening without your presence. I travelled with my husband for vacations, but made a huge mistake of booking El Al. I will never  fly with them ever again. Absolutely uncomfortable and mentally traumatic experience.",Couple Leisure,Economy Class,5/1/2019,1,2,1,1,1,1,New York,Tel Aviv,True,Israel,False,International,new york tel aviv horribl way board unnecessari question call secur staff n't speak proper english creat troubl n't scan passport detail ask silli person question person detail want check baggag lock remov stuff screen without presenc travel husband vacat made huge mistak book el al never fli ever absolut uncomfort mental traumat experi,0.3818,0.087272727,Neutral,Neutral
1034,El Al Israel Airlines,1,"""service not equal to price""",New York to Tel Aviv. We were served one meal (breakfast) on both flights. Food was horrible! Coffee lukewarm and no good bread left. We were never offered cocktails or snacks and service not equal to price we paid for airline tickets. Would not recommend this airline. Lounges in NY and Tel Aviv left a lot to be desired,Couple Leisure,Business Class,3/1/2019,3,2,1,3,2,2,New York,Tel Aviv,True,Israel,False,International,new york tel aviv serv one meal breakfast flight food horribl coffe lukewarm good bread left never offer cocktail snack servic equal price paid airlin ticket would recommend airlin loung ny tel aviv left lot desir,0.6597,0.167272727,Positive,Positive
1035,El Al Israel Airlines,1,"""it's miserly. Awful""","New York JFK to Tel Aviv. Worst airline I have ever flown. Terrible food, and good luck getting drinks because the airline is cheap and only offered drinks twice on an over 10 hour flight. And the airline staff? They are the rudest people I have ever encountered! Shame on them! When the plane landed, some passengers got out of their seats while we were still moving on the tarmac. The Captain came on over the intercom and told people to remain in their seats, but they didn't listen and continued to remove their luggage from the overhead compartments while we were heading to the gate. Where was the flight staff? Absolutely no where to be found. This is my second time visiting Israel. The last time I flew United. Same price, wonderful airline. I thought it might be fun to fly on an Israeli airline this time. Big mistake. Bad food, broken down, archaic airline, rude staff and I am so embarrassed I flew this airline with my friend. I could have flown United and had a wonderful flight. This airline isn't just cheap, it's miserly. Awful.",Couple Leisure,Economy Class,1/1/2019,1,1,1,1,5,1,New York JFK,Tel Aviv,True,Israel,False,International,new york jfk tel aviv worst airlin ever flown terribl food good luck get drink airlin cheap offer drink twice 10 hour flight airlin staff rudest peopl ever encount shame plane land passeng got seat still move tarmac captain came intercom told peopl remain seat n't listen continu remov luggag overhead compart head gate flight staff absolut found second time visit israel last time flew unit price wonder airlin thought might fun fli isra airlin time big mistak bad food broken archaic airlin rude staff embarrass flew airlin friend could flown unit wonder flight airlin n't cheap 's miserli aw,-0.8779,-0.038636364,Negative,Negative
1036,El Al Israel Airlines,2,"""I don't recommend El Al""","New York to Tel Aviv. I don't recommend El Al to anyone, the service is really bad. They broke my bag and there is no one to whom to talk too.",Couple Leisure,Economy Class,9/1/2018,3,4,5,1,5,3,New York,Tel Aviv,True,Israel,False,International,new york tel aviv n't recommend el al anyon servic realli bad broke bag one talk,-0.8131,-0.281818182,Negative,Negative
1037,El Al Israel Airlines,9,"""Service was excellent""","We just flew business, seats 2C&D on one of the new Boeing 787-9 Dreamliners and were extremely happy. Service was excellent. Lie flat seats excellent. VOD although not as good as Singapore Airlines nonetheless was very good. We've flown Singapore Airlines many times and El Al much to their credit has upped their game substantially and is on their way towards being a top 50 or even top 20 airlines! Food was delicious. El Al has ordered a total of 18 Dreamliners and as these become available the reviews will soar. The last time we flew on El Al was 10 years ago and at that time it was awful. Great to see it's turned it around big time! Boarding at JFK was unorganized and a joke. Boarding at Ben Gurion airport was smooth!",Couple Leisure,Business Class,10/1/2018,5,5,5,4,4,3,New York City,Tel Aviv,True,Israel,False,International,flew busi seat 2cd one new boe 7879 dreamlin extrem happi servic excel lie flat seat excel vod although good singapor airlin nonetheless good 've flown singapor airlin mani time el al much credit up game substanti way toward top 50 even top 20 airlin food delici el al order total 18 dreamlin becom avail review soar last time flew el al 10 year ago time aw great see 's turn around big time board jfk unorgan joke board ben gurion airport smooth,0.9694,0.270104895,Positive,Positive
1038,El Al Israel Airlines,8,"""Service was very good and professional""","2x3x2 configuration in the 777. Overall the aircraft looks ok, not the newest in the industry but OK. Entertainment system is a bit old but ok. Full flat bed but not the newest version and without privacy or cabin as we used to see in newest business class in the industry. Service was very good and professional. 2 meals served. 1 after take off - hot meal and breakfast before landing in Tel Aviv. Didn't try dinner but breakfast was good and above avg. I saw on the El Al web site they will change the aircraft soon to new 787-900 and this is a good news.",Family Leisure,Business Class,8/1/2018,3,5,4,4,3,2,Miami,Tel Aviv BGN,True,Israel,False,International,2x3x2 configur 777 overal aircraft look ok newest industri ok entertain system bit old ok full flat bed newest version without privaci cabin use see newest busi class industri servic good profession 2 meal serv 1 take hot meal breakfast land tel aviv n't tri dinner breakfast good avg saw el al web site chang aircraft soon new 787900 good news,0.9393,0.401033058,Positive,Positive
1039,El Al Israel Airlines,8,"""experience on the 787 was great""","Newark to Tel Aviv in June 2018 and return in August 2018 on the Boeing 787. Check-in at EWR was smooth after the compulsory security interrogation (I strongly recommended one arrives 3+ hours if flying El Al in order to complete the check-in process). My interrogation lasted 10 minutes and it helped I was traveling with a group to Israel. Everything on the plane both ways looked brand new and the IFE was fantastic and state-of-the-art. Flight attendants were friendly and attentive and responded quickly to call button requests. Food (two meals) on both flights were edible and alright (chose the chicken dish on both legs and it was alright). Dairy/""breakfast"" meal was a choice of blintzes or an omelet on both flights as well. Chose the blintzes both times - they were nothing special but I was full from the previous meal. Check-in at Tel Aviv once past the initial security interrogation was fairly quick. My seat was assigned at the gate although they termed it as ""standby,"" which makes me wonder if they didn't expect me to be on the plane due to extra security searches of my bags? I can only guess that. At the TLV gate, approached the desk to get a seat assignment as the flight was boarding. The first lady I approached hardly looked at the computer and my ticket and said: ""it wasn't ready."" I waited 15 minutes and without any announcement coming about ""standby"" passengers, I approached a different gate agent who promptly assigned me a seat. They could not fulfill my request for an aisle seat but the gate agent was gracious with his apology. On the return flight, I was seated next to an unaccompanied minor and the flight attendant was very attentive toward him, asking how he was and if he needed anything during the flight. El Al does have online check-in but it's useless if you are checking bags or have to go through extra security procedures. Overall, however the experience on the 787 was great and I did not mind the extra security situations that come with flying El Al. That said, I'm not sure if I'd want to fly on them on some of the older aircraft.",Solo Leisure,Economy Class,8/1/2018,4,4,4,3,5,3,Newark,Tel Aviv,True,Israel,False,International,newark tel aviv june 2018 return august 2018 boe 787 checkin ewr smooth compulsori secur interrog strongli recommend one arriv 3 hour fli el al order complet checkin process interrog last 10 minut help travel group israel everyth plane way look brand new ife fantast stateoftheart flight attend friendli attent respond quickli call button request food two meal flight edibl alright chose chicken dish leg alright dairybreakfast meal choic blintz omelet flight well chose blintz time noth special full previou meal checkin tel aviv past initi secur interrog fairli quick seat assign gate although term standbi make wonder n't expect plane due extra secur search bag guess tlv gate approach desk get seat assign flight board first ladi approach hardli look comput ticket said n't readi wait 15 minut without announc come standbi passeng approach differ gate agent promptli assign seat could fulfil request aisl seat gate agent graciou apolog return flight seat next unaccompani minor flight attend attent toward ask need anyth flight el al onlin checkin 's useless check bag go extra secur procedur overal howev experi 787 great mind extra secur situat come fli el al said 'm sure 'd want fli older aircraft,0.9423,0.093079289,Positive,Positive
1040,El Al Israel Airlines,1,"""direct from Los Angeles""","El Al is the only airline that flies direct from Los Angeles to Tel Aviv. This is the only reason i fly with them since their equipment was old and broken. We fly business and we never got a comfortable seat (none is 180 degree flat), they are very old and do not work properly. The crew admits to these issues but nothing is done. We took many flights with El Al in the past, but no more. We will wait for the competition to bring the newer A/C (787?!) and lower the outrageous price that El Al charges when there is no competition.",Family Leisure,Business Class,12/1/2017,1,2,2,2,1,1,Los Angeles,Tel Aviv,True,Israel,False,International,el al airlin fli direct lo angel tel aviv reason fli sinc equip old broken fli busi never got comfort seat none 180 degre flat old work properli crew admit issu noth done took mani flight el al past wait competit bring newer ac 787 lower outrag price el al charg competit,-0.6818,-0.0625,Negative,Negative
1041,El Al Israel Airlines,1,"""El Al has the worst service""","I have never been that much disappointed at a flight company. El Al has the worst service, worst meals, and worst manners i have never seen. I flew from Newark to Tel Aviv on the 28/12/2017 on the flight that is supposed to take off at 19h45. Although I booked 2 tickets when made the reservation, I was not even sitting next to my fiance. We asked to have the places changed, and a  rude lady told me the flight was full and she could not do anything for us, then when boarding she actually changed my fiance's seat to a more far away place. Once in the airplane, we discovered all seats were mixed up and everyone was trying to change seats and it was a big mess, we had more than an hour delay on the aircraft because people were being off boarded and their luggage needed to be found in the hold. We could not sleep in the plane because everyone was standing and even before we land the captain was begging the passengers to seat because they were already waiting with their suitcases. Last surprise was finding my luggage broken with things missing and my padlock disappeared with the zip. When going to the claiming counter at the airport, the lady told me that the zip was not included in the insurance, and she could not do anything for me.",Couple Leisure,Economy Class,12/1/2017,1,1,1,1,1,2,Newark,Tel Aviv,True,Israel,False,International,never much disappoint flight compani el al worst servic worst meal worst manner never seen flew newark tel aviv 28122017 flight suppos take 19h45 although book 2 ticket made reserv even sit next fianc ask place chang rude ladi told flight full could anyth us board actual chang fianc 's seat far away place airplan discov seat mix everyon tri chang seat big mess hour delay aircraft peopl board luggag need found hold could sleep plane everyon stand even land captain beg passeng seat alreadi wait suitcas last surpris find luggag broken thing miss padlock disappear zip go claim counter airport ladi told zip includ insur could anyth,-0.9734,-0.271153846,Negative,Negative
1042,Emirates,1,"""refusal to reimburse for damaged luggage""","The issues I encountered include a significant problem with their cancellation policy, lack of responsiveness from their customer service team, concerning safety practices, refusal to reimburse for damaged luggage, an extensive delay during the return flight, and a stark contrast in service quality between Economy and Business class. Regarding the cancellation policy, I received misleading information from three representatives, who assured me that I would receive a full refund if I canceled within 24 hours. However, they failed to mention the crucial condition that this only applied when the flight was at least 7 days after the initial booking. As a result, I tried to cancel within the 24-hour window but could only reschedule. This cost me a $500 loss vs. the option of cancelling and booking a new flight for the following day. Despite Emirates acknowledging in writing their mistake, they repeatedly refused to provide a price match or refund, and eventually even stopped replying to my follow up messages on the open complain. The lack of responsiveness from Emirates compounded my frustration. Numerous follow-up messages went unanswered, showing a lack of interest in resolving the issues I faced.  During the flight, I was alarmed by a safety practice where all blankets were collected and piled in front of the emergency exits.  Emirates also declined to reimburse me for one of two damaged pieces of luggage, despite the damage occurring during their handling.  Furthermore, the return flight experienced a significant delay for a missing document, resulting in passengers being seated on the plane for over two hours, including boarding time. Despite the delay being just a few minutes short of two hours, the lack of updates, assistance, and provisions such as free Wi-Fi or refreshments left passengers feeling inconvenienced and neglected. The service quality and care for Economy class travelers fall short of expectations.",Family Leisure,Economy Class,11/1/2022,1,1,1,1,1,1,New York,Milan,True,Italy,False,International,issu encount includ signific problem cancel polici lack respons custom servic team concern safeti practic refus reimburs damag luggag extens delay return flight stark contrast servic qualiti economi busi class regard cancel polici receiv mislead inform three repres assur would receiv full refund cancel within 24 hour howev fail mention crucial condit appli flight least 7 day initi book result tri cancel within 24hour window could reschedul cost 500 loss vs option cancel book new flight follow day despit emir acknowledg write mistak repeatedli refus provid price match refund eventu even stop repli follow messag open complain lack respons emir compound frustrat numer followup messag went unansw show lack interest resolv issu face flight alarm safeti practic blanket collect pile front emerg exit emir also declin reimburs one two damag piec luggag despit damag occur handl furthermor return flight experienc signific delay miss document result passeng seat plane two hour includ board time despit delay minut short two hour lack updat assist provis free wifi refresh left passeng feel inconvenienc neglect servic qualiti care economi class travel fall short expect,-0.9814,-0.010330579,Neutral,Negative
1043,Emirates,1,"""no more Emirates for us ever""","I'm motivated to write this critical review after multiple phone-hours with customer service agents with Emirates in the hope that others would benefit (and that Emirates would listen!). We had booked a return flight from/to STL-COK via YYZ and DXB. The first flight from STL to YYZ was by its code share partner Air Canada. Unfortunately, just a couple weeks before our flight, Air Canada changed the flight time such that it was not possible to catch the flight from YYZ to DXB. We reached out to Emirates, our primary booking partner, to rebook and were provided a rerouting option through ORD (Chicago) for an additional $3300 for 3 tickets. Annoyed by this suggestion, we requested to fly Air Canada flight the day before, which was turned down because of unavailability of economy class tickets. Because of lack of viable options, we decided to drop the flight from STL-YYZ but retain the flights from YYZ-DXB and DXB-COK, with the idea of booking our own flights from STL-YYZ. We booked this flight for the day before, so we also had to book overnight stay in YYZ. When we filed a travel claim which needed a certificate of flight delay, Emirates asked me to reach out to Air Canada. Unfortunately, Air Canada had none of our names in their system and it was impossible to reach their customer service for further assistance. In summary, we have spent almost $2800 (flight tickets + overnight stay) for Air Canada/Emirates' incompetence and are unable to get a 'flight delayed' certificate to process our legitimate claim. Please beware when booking flights through Emirates because it takes absolutely NO responsibility for their code share partners' mistakes. All I received were platitudes such as, 'we understand', 'that is awful', etc. over the phone but with no real help to process our claim. Lesson learned and no more Emirates for us ever!",Family Leisure,Economy Class,6/1/2023,1,1,2,1,2,2,St Louis,Dubai,True,United Arab Emirates,False,International,'m motiv write critic review multipl phonehour custom servic agent emir hope other would benefit emir would listen book return flight fromto stlcok via yyz dxb first flight stl yyz code share partner air canada unfortun coupl week flight air canada chang flight time possibl catch flight yyz dxb reach emir primari book partner rebook provid rerout option ord chicago addit 3300 3 ticket annoy suggest request fli air canada flight day turn unavail economi class ticket lack viabl option decid drop flight stlyyz retain flight yyzdxb dxbcok idea book flight stlyyz book flight day also book overnight stay yyz file travel claim need certif flight delay emir ask reach air canada unfortun air canada none name system imposs reach custom servic assist summari spent almost 2800 flight ticket overnight stay air canadaemir ' incompet unabl get 'flight delay ' certif process legitim claim pleas bewar book flight emir take absolut respons code share partner ' mistak receiv platitud 'we understand ' 'that aw ' etc phone real help process claim lesson learn emir us ever,0.0772,0.05625,Neutral,Neutral
1044,Emirates,1,"""pleasant and professional""","Every encounter with airline representatives was pleasant and professional. Thank you to Ahmed, who checked me in very early this morning (1:00 am, June 6th), and made sure I was happy with the seating. Also to Zeeshan, who helped me find my way to the lounge, with all its wonderful amenities.  Much gratitude to the female Captain, who flew us smoothly from Dubai to JFK and kept us all well informed about a few delays before takeoff.",Couple Leisure,Economy Class,6/1/2023,5,5,5,5,5,2,New York JFK,Dubai,True,United Arab Emirates,False,International,everi encount airlin repres pleasant profession thank ahm check earli morn 100 june 6th made sure happi seat also zeeshan help find way loung wonder amen much gratitud femal captain flew us smoothli dubai jfk kept us well inform delay takeoff,0.8625,0.477777778,Positive,Positive
1045,Emirates,1,"""never did the refund""","I purchased 3 round trip tickets for my family members back in November 2022 to fly in March 2023 for approximately $2300, while I was booking I didn’t notice that tickets are non-refundable. With in a first hour after booking I decided to cancel tickets, I called the Emirates customer service and explained the situation I asked if it’s possible to cancel, they said “sure you can” , will refund you the money with in 21 business days. They canceled my tickets and never did the refund. I called they many times after asked for the money they said my tickets not refundable. They should not have cancel them then, they gave me wrong information. Would not recommend to deal with company like that.",Family Leisure,Economy Class,3/1/2023,3,3,3,2,2,2,St Petersburg,Dubai,True,United Arab Emirates,False,International,purchas 3 round trip ticket famili member back novemb 2022 fli march 2023 approxim 2300 book didnt notic ticket nonrefund first hour book decid cancel ticket call emir custom servic explain situat ask possibl cancel said sure refund money 21 busi day cancel ticket never refund call mani time ask money said ticket refund cancel gave wrong inform would recommend deal compani like,-0.4215,0.01,Neutral,Neutral
1046,Emirates,1,"""the most horrible airline""",This was a nightmare and the most horrible airline I’ve ever taken in my life. Unfriendly staff. Customer care is zero. Whatever I asked for wasn’t done. I needed my seat switched so the crew told me to go look for a seat. Passengers were pretty annoyed of me asking around when she should’ve done that herself to avoid this. Asked for couple things it’s either not available like (tissues) or a mask? Food is terrible. Flight was late so now I will be missing my connection.,Solo Leisure,Economy Class,3/1/2023,1,1,1,1,1,1,Chicago,Dubai,True,United Arab Emirates,False,International,nightmar horribl airlin ive ever taken life unfriendli staff custom care zero whatev ask wasnt done need seat switch crew told go look seat passeng pretti annoy ask around shouldv done avoid ask coupl thing either avail like tissu mask food terribl flight late miss connect,0.0,-0.3,Negative,Neutral
1047,Emirates,1,"""the best flight I have ever been on""","This is, by far, the best flight I have ever been on! I would give this way more than 10/10 if I could! Food: Meals, drinks, and snacks were absolutely delicious, especially the pizza, turkey sandwich, and more! Seating: We were in the aisle row (no windows, but it was still cool, because I had tons of legroom.) I loved how the seat and headrest reclined and how the tray was so big. Staff: Don't get me started! They were amazing. They attended to all our needs. Hot water? They got you. Lost headphones? They got you. Never seen a nicer staff. Entertainment: Did not exactly broaden to all my interests, but headphones were fully immersive. Amnesties: Oh my god, there's so many! Reclining seat. Bathroom lotion. Goodies bag with toothbrushing tools. The list is endless!",Family Leisure,Economy Class,2/1/2023,5,5,5,4,4,2,United States,Dubai,True,United Arab Emirates,False,International,far best flight ever would give way 1010 could food meal drink snack absolut delici especi pizza turkey sandwich seat aisl row window still cool ton legroom love seat headrest reclin tray big staff n't get start amaz attend need hot water got lost headphon got never seen nicer staff entertain exactli broaden interest headphon fulli immers amnesti oh god 's mani reclin seat bathroom lotion goodi bag toothbrush tool list endless,0.9245,0.296428571,Positive,Positive
1048,Emirates,1,"""they followed the protocol""","I would like to say thank you to the cabin crew on flight EK 213 from Dubai-Miami on 01/29/23 for their professional management of a violent person inside the aircraft, despite the delay it brought as a consequence of this unacceptable behavior they followed the protocol for this kind of situation.",Business,Economy Class,1/1/2023,4,5,5,5,5,3,Miami,Jakarta,True,Indonesia,False,International,would like say thank cabin crew flight ek 213 dubaimiami 012923 profession manag violent person insid aircraft despit delay brought consequ unaccept behavior follow protocol kind situat,0.296,-0.1,Negative,Neutral
1049,Emirates,3,"""service on the plane was horrible""","We traveled with a group of 5, going to Karachi via Dubai was great as we were able to pay to upgrade to business class. On the return flight we were not able to pay for the upgrade option as there was no availability. From the check in counter at the Karachi airport to the transfer of the wheel chair passenger (with me) to the flight back to Houston the experience was horrible. The person working at the emirates counter in Karachi asking for a indirect bribe to the incompetent staff at the Dubai airport making us wait like a hour for wheel chair staff to transport us to the lounge as we waited for the connecting flight. When I asked to make sure we the wheel chair passengers are taken to the plaza lounge he asked how I had access I stated through Amex Business platinum. It was non of his business as an Emirates employee to ask to see my card for a lounge. The service on the plane was horrible. Full of very overworked and tired flight staff that looked worn out and unhappy. Not sure I will fly with Emirates after this.",Family Leisure,Economy Class,1/1/2023,1,1,1,1,1,1,Houston,Karachi,True,Pakistan,False,International,travel group 5 go karachi via dubai great abl pay upgrad busi class return flight abl pay upgrad option avail check counter karachi airport transfer wheel chair passeng flight back houston experi horribl person work emir counter karachi ask indirect bribe incompet staff dubai airport make us wait like hour wheel chair staff transport us loung wait connect flight ask make sure wheel chair passeng taken plaza loung ask access state amex busi platinum non busi emir employe ask see card loung servic plane horribl full overwork tire flight staff look worn unhappi sure fli emir,0.7506,0.43,Positive,Positive
1050,Emirates,2,"""Ground service below horrifying""","My partner and I requested wheelchair and assistance. He has his own electric wheelchair. I have been in front of the business class counter where we asked if they had a priority line and solicited the wheelchair and asked where to go. We got a few contradictory answers (and many employees’ nasty looks) and, after sitting on the luggage and floor por 40 minutes, because the request of a young couple that felt bad about my situation, the left a wheelchair at my side and no assistance. I am afraid of losing the flight and am still being ignored after about an hour and 15 min.  This company doesn’t have the most basic respect for the passengers! Economy class passengers are human beings too. I try to avoid wheelchairs but airports and the long walking distances with all the luggage are a challenge. They do not even start to check in economy before all business passengers are gone. They don’t even pretend to care! I don’t know if I am going to a developed country anymore. The introduction is not good. When I finally got assistance, the lady helping me was extremely nice (Mariluz). Value for money - a waste of money Ground service below horrifying.",Couple Leisure,Economy Class,1/1/2023,1,1,3,1,2,2,Orlando,Dubai,True,United Arab Emirates,False,International,partner request wheelchair assist electr wheelchair front busi class counter ask prioriti line solicit wheelchair ask go got contradictori answer mani employe nasti look sit luggag floor por 40 minut request young coupl felt bad situat left wheelchair side assist afraid lose flight still ignor hour 15 min compani doesnt basic respect passeng economi class passeng human be tri avoid wheelchair airport long walk distanc luggag challeng even start check economi busi passeng gone dont even pretend care dont know go develop countri anymor introduct good final got assist ladi help extrem nice mariluz valu money wast money ground servic horrifi,-0.5975,0.005,Neutral,Negative
1051,Emirates,2,"""the crew were nowhere to be seen""","My Husband and I travelled on Emirates on November 24th 2022 from Seattle to Dubai, seated in row 19, and sadly it was the experience I was expecting.  This was a 14+ hour flight, and one would think the crew would be friendly and check on the passengers more, however the only time we saw them was during boarding, food service and disembarking and without smiles. After and before the food service the crew were nowhere to be seen. On other flights with other airlines the air hostesses will come by a couple of time with water/ tea/coffee or just even walk by to make sure if anything was needed. I understand people may want to sleep but you can also do it without waking up the passengers. Thirdly, the food was not appetizing, and not only that but if Emirates is releasing the menu on the app with a couple options (veg and non-veg) on the plane I was told I cant have the veg because I didn’t order it, Then why was it an option and it didn’t have anything on the side that said Pre-order. Ended up taking the meal with he chicken which was dry and hard like a baseball. I didn’t eat it. We were served a pizza snack and it wasn’t warmed up well. I am not one who leaves reviews but I understand that Emirates is a well renowned brand and company and my review will not matter to them but at the end of the day it was my hard earned money that I used to pay for my Flight. They say Emirates is a number 1 airline in the world and flying them is almost a privilege, but I disagree, Sorry.",Couple Leisure,Economy Class,11/1/2022,2,1,1,5,3,1,Seattle,Dubai,True,United Arab Emirates,False,International,husband travel emir novemb 24th 2022 seattl dubai seat row 19 sadli experi expect 14 hour flight one would think crew would friendli check passeng howev time saw board food servic disembark without smile food servic crew nowher seen flight airlin air hostess come coupl time water teacoffe even walk make sure anyth need understand peopl may want sleep also without wake passeng thirdli food appet emir releas menu app coupl option veg nonveg plane told cant veg didnt order option didnt anyth side said preorder end take meal chicken dri hard like basebal didnt eat serv pizza snack wasnt warm well one leav review understand emir well renown brand compani review matter end day hard earn money use pay flight say emir number 1 airlin world fli almost privileg disagre sorri,-0.2741,0.036111111,Neutral,Neutral
1052,Ethiopian Airlines,1,"""the service was fantastic""","This was my very first time flying Ethiopian airlines and I was very pleased. From checkin at IAD to the layover location in Lome, I had no issues. I would like to thank everyone at Ethiopian airlines for a job well done. I travel to Ghana about twice a year and I usually fly United as its a direct flight, however Ethiopian Airlines to Lome and Lome to Ghana was not a bad option at all. From IAD to Lome was a little over 9 hours. It was a great value for my money and the service was fantastic. I have no complaints.",Solo Leisure,Economy Class,3/1/2023,4,5,5,5,5,5,Washington,Accra,True,Ghana,False,International,first time fli ethiopian airlin pleas checkin iad layov locat lome issu would like thank everyon ethiopian airlin job well done travel ghana twice year usual fli unit direct flight howev ethiopian airlin lome lome ghana bad option iad lome littl 9 hour great valu money servic fantast complaint,0.6705,-0.016666667,Neutral,Positive
1053,Ethiopian Airlines,3,"""pretty terrible for business class""","Staff are always nice on Ethiopian and definitely the best part of the experience. Otherwise pretty terrible for business class. The seats were old and dirty, the entertainment system with limited selection. Food served to me was almost uniformly bad. New business class lounge in Addis Airport is overcrowded, hot and dirty. The food is also pretty unappetizing and at breakfast they had no working coffee machine. I fly this airline when I have no other choice.",Business,Business Class,3/1/2023,2,4,1,3,1,1,Washington,Addis Ababa,True,Ethiopia,False,International,staff alway nice ethiopian definit best part experi otherwis pretti terribl busi class seat old dirti entertain system limit select food serv almost uniformli bad new busi class loung addi airport overcrowd hot dirti food also pretti unappet breakfast work coffe machin fli airlin choic,0.7251,0.231060606,Positive,Positive
